,Edad,Ingreso Anual (€),Porcentaje Ahorro (%),Ahorro Actual (€),Gasto Mensual (€),Vida Esperada (años),Edad de Jubilación,Años Hasta Jubilación
1024,63,94200.97,17.57,711688.11,6470.84,88.23,63,0
1025,27,15000.0,12.27,12884.41,1096.61,75.0,63,36
1026,58,34214.19,5.08,66108.66,2706.21,82.83,65,7
1027,51,30302.2,6.53,61350.89,2360.26,76.94,66,15
1028,64,53618.81,11.58,273085.58,3951.03,85.4,66,2
1029,46,34789.6,18.54,167687.65,2361.67,83.9,65,19
1030,56,48361.96,7.09,123430.5,3744.44,87.26,67,11
1031,63,15000.0,29.3,188993.39,883.73,77.78,66,3
1032,46,15000.0,15.27,59568.68,1059.07,82.33,65,19
1033,64,15000.0,12.91,85192.38,1088.65,90.0,66,2
1034,22,20365.09,18.13,7384.35,1389.41,83.01,63,41
1035,63,43969.74,6.62,125252.47,3421.41,85.55,63,0
1036,63,49161.85,26.26,555152.53,3020.94,89.02,67,4
1037,29,18353.73,16.51,27266.74,1277.01,77.59,67,38
1038,25,20824.51,9.46,9848.31,1571.24,75.0,67,42
1039,47,15000.0,9.04,36625.61,1136.96,75.0,63,16
1040,32,22842.63,14.02,38441.02,1636.6,76.2,65,33
1041,55,19948.21,19.33,134988.06,1340.95,79.9,65,10
1042,49,19976.98,15.42,89348.39,1408.0,84.48,63,14
1043,36,39749.93,19.92,126690.57,2652.65,86.77,64,28
1044,39,26967.96,22.64,115989.7,1738.6,76.62,64,25
1045,63,15000.0,23.71,152943.81,953.6,90.0,63,0
1046,47,15000.0,15.02,60846.75,1062.2,88.5,67,20
1047,38,29027.14,22.93,119780.93,1864.39,79.47,64,26
1048,61,24740.24,8.54,86601.23,1885.67,90.0,65,4
1049,33,26604.22,17.83,61656.96,1821.78,84.97,65,32
1050,50,24741.85,6.81,50568.9,1921.35,81.67,67,17
1051,46,15000.0,11.1,43300.3,1111.22,77.31,65,19
1052,26,20032.54,19.58,23533.82,1342.52,76.43,65,39
1053,23,18904.9,23.51,13333.92,1205.02,86.69,63,40
1054,43,21149.41,7.38,35912.31,1632.33,82.48,65,22
1055,32,34172.61,10.18,41731.92,2557.91,84.12,64,32
1056,61,16503.08,29.8,201617.43,965.47,76.32,65,4
1057,61,15000.0,13.44,82664.86,1081.98,84.72,64,3
1058,35,43043.81,12.1,78131.09,3152.92,82.37,66,31
1059,21,15288.7,7.13,1090.3,1183.2,76.57,65,44
1060,28,39191.57,22.37,70140.59,2535.33,75.0,64,36
1061,51,64584.57,17.71,354502.38,4429.08,82.19,62,11
1062,31,46795.79,8.94,46012.66,3551.07,85.42,65,34
1063,37,30707.04,20.82,108697.3,2026.09,87.31,67,30
1064,47,19948.49,18.14,97725.32,1360.75,83.16,63,16
1065,51,34771.05,19.12,206134.13,2343.46,77.97,62,11
1066,47,21775.59,29.87,175626.04,1272.58,82.1,61,14
1067,34,44699.29,5.72,35765.89,3512.05,83.78,61,27
1068,43,30311.06,27.87,194326.95,1821.84,78.18,66,23
1069,25,26613.19,26.05,34660.04,1640.1,79.64,66,41
1070,50,22575.7,15.38,104188.47,1591.9,82.14,63,13
1071,54,17204.39,27.02,158074.69,1046.26,83.11,67,13
1072,39,22001.6,21.21,88681.1,1444.51,75.71,62,23
1073,51,25499.45,27.23,215279.03,1546.25,79.24,64,13
1074,36,19370.9,19.87,61578.62,1293.52,82.7,64,28
1075,47,25565.7,10.4,71814.23,1908.83,84.48,62,15
1076,46,36055.09,19.41,181913.77,2421.53,82.7,64,18
1077,59,25305.71,9.48,93526.28,1908.97,83.46,62,3
1078,49,16861.62,8.52,41665.1,1285.41,83.28,66,17
1079,59,15000.0,21.35,124906.46,983.11,77.89,61,2
1080,64,40411.91,28.69,510088.97,2401.58,88.89,61,0
1081,49,20841.7,19.71,119143.6,1394.44,80.08,66,17
1082,51,24348.65,24.89,187907.16,1523.93,78.23,66,15
1083,22,28926.01,9.21,5327.66,2188.52,75.0,64,42
1084,26,28929.7,21.36,37068.08,1895.97,79.42,64,38
1085,29,32173.26,23.32,67538.08,2055.75,78.53,63,34
1086,35,36476.22,6.04,33049.44,2856.08,80.12,62,27
1087,40,32137.22,7.43,47750.17,2479.14,83.59,64,24
1088,22,15000.0,24.54,7361.86,943.26,87.95,64,42
1089,23,26808.92,16.0,12867.28,1876.65,86.07,64,41
1090,50,25021.68,15.14,113644.88,1769.46,75.0,66,16
1091,28,19411.08,28.01,43495.18,1164.52,87.04,62,34
1092,60,27994.56,29.8,333685.57,1637.7,84.61,65,5
1093,41,22250.63,24.11,112655.36,1407.17,90.0,64,23
1094,59,16581.14,24.81,160468.76,1038.88,78.81,63,4
1095,63,40879.09,10.21,179436.74,3058.84,76.96,65,2
1096,33,26209.94,9.81,33410.67,1969.99,86.32,63,30
1097,60,24010.51,29.52,283488.0,1410.28,85.77,63,3
1098,61,15000.0,22.38,137620.35,970.28,78.62,67,6
1099,57,63851.55,22.17,523714.59,4141.42,80.73,67,10
1100,52,15000.0,12.15,58342.56,1098.07,84.39,65,13
1101,34,28626.89,27.16,108858.85,1737.61,83.74,64,30
1102,21,31460.45,6.11,1922.55,2461.49,81.82,65,44
1103,47,50121.69,11.86,160564.06,3681.24,82.46,62,15
1104,44,15000.0,9.5,34212.72,1131.21,77.91,64,20
1105,42,15000.0,22.78,75165.43,965.28,80.99,62,20
1106,34,32865.81,22.88,105293.03,2112.07,75.07,65,31
1107,28,30499.47,18.37,44817.84,2074.77,81.97,67,39
1108,47,51580.53,5.13,71464.92,4077.81,75.15,66,19
1109,23,37937.89,26.84,30552.01,2312.82,76.48,67,44
1110,53,18597.78,28.89,177303.67,1102.08,90.0,63,10
1111,41,20836.72,10.06,44010.09,1561.75,75.0,65,24
1112,52,28609.98,26.06,238546.03,1762.95,86.87,67,15
1113,60,15000.0,29.33,175992.97,883.35,83.36,66,6
1114,61,29159.73,13.17,157505.86,2109.84,83.5,61,0
1115,64,30233.73,9.63,128058.76,2276.94,76.67,67,3
1116,61,15000.0,29.44,181046.78,882.02,85.65,66,5
1117,52,19801.39,6.49,41146.23,1542.96,75.0,62,10
1118,44,15000.0,11.9,42836.46,1101.26,79.53,64,20
1119,31,35047.01,23.55,90792.11,2232.77,82.09,62,31
1120,57,27145.8,20.43,205236.38,1799.91,90.0,66,9
1121,41,15000.0,22.11,69655.22,973.59,85.28,61,20
1122,38,15000.0,22.7,61296.18,966.22,79.84,64,26
1123,31,17724.47,22.15,43192.71,1149.82,80.61,67,36
1124,47,33679.55,13.56,123271.49,2426.16,84.87,67,20
1125,63,28346.76,12.79,155868.26,2060.16,75.94,65,2
1126,58,15000.0,15.71,89556.48,1053.6,87.55,65,7
1127,21,16372.57,25.19,4124.59,1020.66,81.53,65,44
1128,49,22613.41,28.46,186616.36,1348.2,77.62,66,17
1129,41,15000.0,16.38,51600.63,1045.24,75.03,67,26
1130,49,16979.75,7.14,35178.72,1313.89,75.0,66,17
1131,29,31130.23,28.46,79729.85,1855.95,90.0,63,34
1132,27,15000.0,7.01,7361.24,1162.37,75.0,64,37
1133,58,20513.05,8.98,69981.11,1555.95,84.4,66,8
1134,51,19764.0,26.69,163537.32,1207.38,84.17,66,15
1135,47,21559.51,18.79,109360.17,1459.09,79.62,65,18
1136,62,25137.24,13.82,145876.54,1805.33,81.43,66,4
1137,52,29950.3,28.27,270968.68,1790.21,80.0,63,11
1138,25,32601.36,29.01,47292.61,1928.57,83.11,64,39
1139,53,18546.35,13.27,81210.61,1340.45,80.05,65,12
1140,35,20420.29,26.71,81815.75,1247.16,80.55,67,32
1141,25,26251.49,21.96,28828.37,1707.15,81.59,66,41
1142,40,24102.49,11.86,57182.11,1770.28,85.13,63,23
1143,58,29300.31,28.54,317721.1,1744.94,85.0,64,6
1144,57,27580.0,6.58,67112.88,2147.18,81.38,63,6
1145,37,15000.0,12.95,33018.82,1088.14,80.74,63,26
1146,24,56230.99,14.91,33528.38,3987.41,84.82,62,38
1147,41,22067.0,22.27,103183.71,1429.46,77.7,67,26
1148,54,31252.42,5.96,63338.67,2449.13,76.17,67,13
1149,60,29890.43,27.24,325739.05,1812.25,75.29,64,4
1150,25,25234.38,21.48,27098.67,1651.22,83.2,65,40
1151,24,25113.68,11.88,11929.57,1844.27,87.47,66,42
1152,42,35019.72,21.46,165323.93,2292.08,82.35,65,23
1153,34,19847.92,18.42,51192.43,1349.28,83.32,66,32
1154,24,32461.22,13.41,17408.16,2342.43,79.4,66,42
1155,28,28316.84,5.71,12946.26,2224.88,83.3,64,36
1156,23,39651.94,18.78,22336.95,2683.86,82.68,67,44
1157,49,17185.1,7.05,35157.55,1331.06,84.41,65,16
1158,46,22974.82,25.25,150856.03,1431.06,75.0,65,19
1159,50,15000.0,7.21,32459.14,1159.84,84.14,62,12
1160,32,38364.44,15.72,72363.69,2694.51,85.15,67,35
1161,35,15220.08,15.86,36217.22,1067.13,85.03,62,27
1162,61,26004.5,18.91,201562.62,1757.36,81.39,67,6
1163,22,17556.06,5.99,2102.41,1375.4,90.0,67,45
1164,21,38971.76,10.1,3934.51,2919.77,86.69,67,46
1165,48,21391.19,9.99,59820.64,1604.56,89.26,65,17
1166,60,30502.68,19.97,243707.48,2034.17,84.27,65,5
1167,55,15000.0,11.59,60852.16,1105.11,82.01,67,12
1168,54,16065.0,8.6,47000.68,1223.55,84.96,67,13
1169,24,29837.48,5.46,6515.11,2350.73,78.87,66,42
1170,38,42002.16,26.01,196673.08,2589.66,86.14,62,24
1171,32,28653.65,29.29,100707.41,1688.45,79.73,64,32
1172,41,72510.92,22.58,343855.87,4678.07,79.05,67,26
1173,30,32719.94,15.32,50119.79,2309.0,75.42,66,36
1174,41,22203.61,8.05,37536.47,1701.35,87.03,62,21
1175,60,18760.35,16.88,126652.04,1299.5,90.0,64,4
1176,45,54640.69,16.43,224478.22,3805.13,88.84,61,16
1177,37,32982.22,15.5,86890.81,2322.58,86.51,67,30
1178,26,17022.41,14.46,14766.18,1213.45,86.65,66,40
1179,34,15844.16,17.42,38638.16,1090.36,86.47,64,30
1180,57,15805.77,6.83,39939.95,1227.19,81.37,66,9
1181,60,28442.1,5.96,67775.99,2228.98,80.09,67,7
1182,60,15000.0,6.6,39594.04,1167.51,77.13,63,3
1183,38,17060.64,10.0,30709.03,1279.55,90.0,63,25
1184,50,25559.48,11.95,91644.2,1875.39,81.0,64,14
1185,29,22332.67,9.24,18564.7,1689.16,82.71,66,37
1186,34,17544.63,11.3,27750.49,1296.87,76.38,67,33
1187,37,31176.27,9.65,51123.12,2347.42,78.13,63,26
1188,54,31096.6,8.77,92708.85,2364.16,77.08,64,10
1189,42,19766.97,12.32,53596.25,1444.23,80.2,64,22
1190,52,16886.78,14.94,80720.53,1197.02,85.19,66,14
1191,32,33937.93,23.61,96139.37,2160.53,84.33,67,35
1192,36,20345.99,28.89,94043.24,1205.69,85.01,63,27
1193,42,22181.73,27.97,136513.21,1331.38,81.92,66,24
1194,58,32579.01,16.9,209201.88,2256.14,85.74,67,9
1195,59,15000.0,16.53,96721.72,1043.33,81.26,62,3
1196,22,16998.4,8.14,2768.17,1301.19,84.28,65,43
1197,28,19332.45,29.29,45305.22,1139.11,80.04,63,35
1198,64,57157.97,24.0,603649.61,3619.89,87.52,64,0
1199,21,15000.0,26.19,3928.38,922.63,77.52,62,41
1200,61,22468.96,10.85,99990.86,1669.18,87.63,65,4
1201,60,15000.0,15.03,90162.9,1062.16,83.81,64,4
1202,61,69885.15,7.57,216791.58,5383.13,89.59,65,4
1203,25,25170.01,28.52,35892.85,1499.29,78.7,65,40
1204,56,15000.0,12.15,65586.94,1098.18,80.85,65,9
1205,37,15000.0,19.9,50745.62,1001.25,80.71,67,30
1206,61,29911.69,8.81,107988.83,2273.15,77.68,63,2
1207,50,24259.41,25.07,182454.44,1514.8,90.0,65,15
1208,35,30268.53,9.66,43852.82,2278.75,78.44,65,30
1209,40,15000.0,25.23,75703.83,934.57,77.38,64,24
1210,56,56057.94,15.04,303602.13,3968.71,89.26,64,8
1211,22,22947.16,19.44,8923.66,1540.44,85.83,61,39
1212,24,27233.44,11.74,12791.78,2002.96,81.05,64,40
1213,44,30090.4,27.07,195487.09,1828.76,75.0,63,19
1214,62,23186.82,24.0,233691.09,1468.56,90.0,67,5
1215,22,42309.93,13.86,11725.65,3037.26,90.0,64,42
1216,22,16899.39,19.63,6636.09,1131.78,85.05,63,41
1217,21,36723.11,8.22,3020.37,2808.56,84.6,65,44
1218,33,42897.59,9.01,50256.03,3252.65,83.02,66,33
1219,26,36986.92,18.34,40704.71,2516.9,79.85,64,38
1220,42,45124.15,21.01,208622.19,2970.11,88.05,66,24
1221,37,15287.99,18.94,49213.32,1032.76,80.08,64,27
1222,42,28235.1,18.99,117930.8,1906.22,84.79,66,24
1223,63,27138.54,23.56,274903.03,1728.79,83.09,62,0
1224,26,22867.0,27.56,37813.12,1380.4,81.94,62,36
1225,23,30135.63,14.69,13280.72,2142.39,77.74,66,43
1226,26,40275.96,18.42,44521.04,2737.98,76.03,64,38
1227,37,15349.22,27.33,71302.53,929.58,84.47,64,27
1228,55,15000.0,16.61,87186.57,1042.41,79.84,65,10
1229,57,19880.46,16.13,118639.2,1389.5,82.72,67,10
1230,55,15000.0,24.16,126855.02,947.96,83.0,63,8
1231,43,21275.5,26.93,131790.67,1295.46,83.55,63,20
1232,28,45018.42,23.44,84425.05,2872.11,81.4,65,37
1233,27,15000.0,7.5,7878.27,1156.21,85.24,66,39
1234,30,17874.98,16.62,29706.92,1242.02,81.59,66,36
1235,46,15000.0,10.3,40167.04,1121.26,80.8,65,19
1236,30,26858.99,12.93,34738.6,1948.76,85.69,65,35
1237,39,30285.27,16.72,96203.69,2101.83,82.13,62,23
1238,43,22263.7,10.54,53962.54,1659.79,83.16,66,23
1239,51,15639.85,17.9,86777.5,1070.05,86.73,61,10
1240,53,24224.85,21.08,168532.92,1593.15,84.11,64,11
1241,22,40889.61,26.87,21976.09,2491.8,86.66,63,41
1242,48,34366.64,10.29,98983.64,2569.29,75.0,62,14
1243,52,17971.92,12.76,73406.68,1306.5,90.0,64,12
1244,53,18730.57,15.15,93612.64,1324.49,85.6,65,12
1245,29,18474.39,10.61,17647.29,1376.13,84.99,64,35
1246,49,28147.48,13.3,108573.02,2033.63,81.31,67,18
1247,35,15000.0,27.08,60938.47,911.45,75.0,65,30
1248,38,28892.7,8.47,44030.94,2203.88,85.59,63,25
1249,38,16802.75,16.09,48675.28,1174.88,87.55,65,27
1250,27,19293.52,12.77,17252.12,1402.41,75.0,63,36
1251,34,15285.52,6.93,14828.12,1185.53,86.43,63,29
1252,49,31749.68,7.4,68163.66,2449.93,89.72,67,18
1253,39,16377.07,24.62,76614.9,1028.73,89.52,64,25
1254,25,15000.0,26.31,19731.24,921.15,84.66,65,40
1255,61,16488.68,23.54,159106.29,1050.67,81.61,67,6
1256,25,15000.0,18.48,13860.54,1018.99,86.74,64,39
1257,35,33889.04,24.32,123609.34,2137.37,84.07,66,31
1258,46,15000.0,8.8,34321.54,1140.0,83.82,66,20
1259,44,21555.19,24.51,126770.6,1356.09,79.37,66,22
1260,39,15909.67,15.59,47116.59,1119.15,75.0,63,24
1261,40,48255.83,23.76,229291.31,3065.94,86.29,67,27
1262,63,27213.74,10.69,125137.12,2025.3,80.38,63,0
1263,29,16080.87,25.81,37359.44,994.15,77.1,66,37
1264,48,23999.1,19.2,129038.74,1615.88,76.44,63,15
1265,36,15000.0,5.18,12440.25,1185.21,81.09,67,31
1266,31,30814.43,17.98,60950.47,2106.12,75.89,64,33
1267,54,23953.14,12.76,103893.76,1741.45,87.39,65,11
1268,45,27159.71,6.44,43710.48,2117.61,84.71,67,22
1269,60,15000.0,16.18,97096.44,1047.72,87.59,63,3
1270,41,15000.0,12.79,40278.27,1090.17,76.85,64,23
1271,25,15000.0,10.11,7582.32,1123.63,75.02,64,39
1272,31,15000.0,13.73,22651.28,1078.4,90.0,63,32
1273,63,22146.68,9.49,90375.68,1670.41,78.0,65,2
1274,29,57578.73,12.5,64751.72,4198.67,82.48,65,36
1275,31,18040.49,7.88,15644.16,1384.86,78.18,62,31
1276,57,16491.87,7.11,43371.84,1276.64,77.89,65,8
1277,61,21436.98,27.75,243903.51,1290.68,84.97,64,3
1278,21,15000.0,27.57,4135.37,905.39,81.36,67,46
1279,46,15000.0,25.7,100230.51,928.75,88.57,67,21
1280,30,15878.49,10.76,17082.3,1180.85,75.0,66,36
1281,60,19663.54,23.15,182062.84,1259.33,81.91,67,7
1282,39,55809.63,19.74,209349.34,3732.6,79.44,67,28
1283,36,17253.08,6.28,17338.2,1347.45,80.77,65,29
1284,57,24279.56,27.49,246951.47,1467.1,81.12,67,10
1285,61,15000.0,29.95,184189.75,875.63,85.22,67,6
1286,24,31161.42,22.72,28317.05,2006.85,81.07,62,38
1287,34,15219.77,10.79,22986.08,1131.49,81.12,65,31
1288,50,15000.0,18.86,84871.08,1014.25,90.0,62,12
1289,27,15000.0,7.73,8121.24,1153.32,75.9,65,38
1290,32,15979.13,12.47,23910.17,1165.55,76.57,66,34
1291,44,15000.0,22.93,82553.04,963.36,90.0,67,23
1292,59,25479.82,12.53,124481.01,1857.33,90.0,65,6
1293,63,15000.0,8.68,55986.95,1141.5,75.0,64,1
1294,42,30422.19,5.19,34714.5,2403.69,90.0,63,21
1295,50,17080.45,19.31,98961.73,1148.48,84.89,62,12
1296,59,15000.0,29.22,170918.06,884.79,78.46,64,5
1297,40,15652.21,17.1,53540.98,1081.26,82.03,66,26
1298,46,15000.0,10.32,40229.66,1121.06,79.85,66,20
1299,25,22265.47,16.58,18460.3,1547.78,82.0,67,42
1300,60,16770.76,20.05,134515.52,1117.32,79.93,66,6
1301,62,38395.24,25.03,403701.7,2398.61,76.11,63,1
1302,26,15000.0,16.32,14685.27,1046.04,75.39,63,37
1303,54,39500.1,9.32,125218.97,2984.77,83.08,64,10
1304,25,15735.58,9.7,7631.95,1184.1,78.0,63,38
1305,30,49030.89,27.49,134801.35,2962.56,75.0,63,33
1306,48,23394.21,10.91,71438.75,1736.9,84.66,63,15
1307,23,40128.79,23.2,27930.17,2568.23,84.6,61,38
1308,33,21203.85,11.72,32316.44,1559.83,84.61,65,32
1309,22,20562.33,23.01,9464.45,1319.18,82.39,64,42
1310,55,15000.0,6.96,36535.24,1163.01,77.62,63,8
1311,48,21041.77,10.18,60005.91,1574.89,88.02,62,14
1312,57,15000.0,15.22,84457.3,1059.78,86.41,64,7
1313,43,24188.97,17.88,99490.95,1655.27,90.0,65,22
1314,63,23876.95,13.82,141929.93,1714.69,88.3,67,4
1315,43,20716.35,19.34,92140.51,1392.52,83.59,63,20
1316,55,40883.76,13.13,187942.09,2959.5,90.0,61,6
1317,61,28248.66,21.96,254350.92,1837.08,82.37,66,5
1318,59,15000.0,17.78,104014.03,1027.75,82.41,63,4
1319,52,29266.02,22.63,211911.59,1886.98,81.76,64,12
1320,22,35454.88,15.77,11185.64,2488.51,79.48,66,44
1321,64,15000.0,26.91,177622.52,913.59,90.0,61,0
1322,36,15000.0,14.55,34927.97,1068.08,77.84,62,26
1323,36,17421.54,12.7,35409.88,1267.37,75.0,62,26
1324,23,15000.0,18.93,8517.21,1013.41,79.67,63,40
1325,48,30304.86,17.73,150439.6,2077.67,83.83,63,15
1326,49,15000.0,17.95,78093.17,1025.59,79.3,64,15
1327,40,15000.0,24.9,74709.76,938.71,80.22,66,26
1328,56,24819.05,19.71,176149.98,1660.5,75.0,61,5
1329,53,19623.88,27.13,175701.26,1191.63,75.75,62,9
1330,42,38609.81,20.48,173938.47,2558.63,75.41,65,23
1331,28,26515.03,5.54,11756.82,2087.12,86.19,65,37
1332,44,100000.0,26.76,642236.13,6103.35,75.0,64,20
1333,57,15000.0,25.99,144270.1,925.07,78.75,65,8
1334,40,15000.0,6.22,18663.74,1172.23,81.05,66,26
1335,32,43821.31,8.13,42763.17,3354.81,76.61,65,33
1336,40,100000.0,18.91,378178.01,6757.59,83.38,64,24
1337,40,19699.65,6.07,23920.56,1541.97,84.25,62,22
1338,24,18786.74,15.28,11481.85,1326.36,89.31,67,43
1339,50,23473.85,29.38,206926.77,1381.36,82.01,63,13
1340,51,15000.0,9.32,43335.23,1133.51,75.0,67,16
1341,42,15000.0,10.15,33502.91,1123.1,79.11,64,22
1342,35,24870.47,21.91,81731.99,1618.47,80.58,65,30
1343,58,22132.01,6.1,51297.41,1731.84,88.44,64,6
1344,57,15000.0,25.52,141620.2,931.04,80.86,64,7
1345,48,16177.41,9.98,45187.05,1213.63,84.04,65,17
1346,31,15000.0,18.29,30176.61,1021.39,80.49,65,34
1347,34,26522.77,11.22,41658.54,1962.26,84.71,63,29
1348,31,21732.21,21.47,51329.85,1422.15,78.84,64,33
1349,29,23885.27,19.68,42306.45,1598.71,75.0,61,32
1350,44,28564.59,28.66,196485.47,1698.14,75.0,63,19
1351,30,38105.45,16.14,61502.26,2662.93,84.54,64,34
1352,58,24076.64,26.87,245855.03,1467.23,83.64,67,9
1353,63,29959.1,19.4,249861.45,2012.36,84.01,65,2
1354,61,54694.96,27.86,624793.82,3288.01,82.59,66,5
1355,57,35713.22,12.3,162472.07,2610.17,75.0,65,8
1356,62,24565.87,18.74,193394.56,1663.44,78.77,67,5
1357,52,23822.12,14.75,112446.06,1692.35,81.5,65,13
1358,40,15000.0,6.65,19942.3,1166.91,78.35,65,25
1359,34,15943.08,19.36,43204.64,1071.42,84.84,64,30
1360,58,20966.3,24.86,198030.28,1312.91,81.23,65,7
1361,24,18457.06,18.91,13957.29,1247.31,85.29,66,42
1362,44,56541.99,11.98,162617.76,4147.19,87.78,62,18
1363,52,26540.57,11.6,98482.28,1955.25,84.22,64,12
1364,30,25470.69,10.95,27880.13,1890.22,82.85,64,34
1365,63,39600.17,29.49,502171.35,2326.81,75.43,62,0
1366,36,24137.7,14.98,57855.12,1710.15,82.3,64,28
1367,59,19188.68,12.92,96700.96,1392.43,75.0,65,6
1368,52,25063.45,15.46,124007.54,1765.68,75.97,65,13
1369,38,26990.6,7.89,38356.08,2071.64,83.45,63,25
1370,45,44359.83,9.9,109795.99,3330.67,75.67,64,19
1371,27,15000.0,17.72,18608.68,1028.47,90.0,66,39
1372,38,15219.91,24.97,68410.66,951.61,86.57,64,26
1373,38,21237.89,26.91,102874.64,1293.55,82.25,67,29
1374,23,35193.38,26.65,28136.71,2151.21,75.0,61,38
1375,21,32650.73,28.62,9344.24,1942.21,75.0,63,42
1376,53,23252.51,8.14,62493.8,1779.9,90.0,62,9
1377,27,36667.65,6.02,15462.68,2871.56,79.26,65,38
1378,30,15725.88,7.64,12019.73,1210.33,87.92,63,33
1379,64,56482.09,20.02,497503.52,3764.6,79.4,66,2
1380,28,15000.0,18.9,22683.57,1013.71,77.0,67,39
1381,52,15000.0,21.78,104545.21,977.75,76.67,63,11
1382,43,29809.67,14.28,97888.13,2129.47,75.0,67,24
1383,37,15000.0,14.79,37713.79,1065.13,84.84,65,28
1384,34,17078.1,18.64,44565.52,1157.9,83.9,63,29
1385,37,20504.82,6.98,24318.48,1589.53,79.3,66,29
1386,45,27104.21,25.0,169379.67,1694.09,75.0,62,17
1387,41,36551.12,28.07,215468.54,2190.89,80.75,65,24
1388,26,15000.0,14.68,13215.27,1066.45,84.8,67,41
1389,40,15000.0,23.49,70467.93,956.38,90.0,67,27
1390,40,100000.0,18.72,374417.36,6773.26,87.12,62,22
1391,46,19819.54,10.9,56169.68,1471.6,82.96,62,16
1392,52,15000.0,6.69,32135.73,1166.31,77.77,67,15
1393,28,15000.0,11.15,13376.97,1110.66,88.23,66,38
1394,64,16920.53,20.12,149813.85,1126.31,82.57,66,2
1395,49,22081.45,6.01,38458.51,1729.61,82.79,66,17
1396,37,39986.02,25.9,176090.86,2468.98,87.9,66,29
1397,38,49858.43,29.26,262573.32,2939.25,80.78,65,27
1398,60,15000.0,7.09,42525.29,1161.41,86.49,66,6
1399,38,16580.99,11.17,33330.12,1227.44,76.0,61,23
1400,31,23724.26,21.89,57127.84,1544.23,78.43,66,35
1401,32,15321.04,25.15,46242.59,955.62,84.36,65,33
1402,35,39991.2,13.65,81881.09,2877.7,81.7,67,32
1403,46,75611.07,17.88,351519.64,5174.26,80.7,67,21
1404,23,22262.67,27.29,18229.11,1348.86,76.06,63,40
1405,23,25957.45,14.61,11377.12,1847.09,86.8,66,43
1406,58,16432.54,7.04,43950.7,1273.0,75.0,67,9
1407,55,26052.6,29.87,272388.36,1522.51,86.38,63,8
1408,29,15000.0,9.51,12834.46,1131.16,82.25,67,38
1409,63,15000.0,6.22,40116.07,1172.26,82.33,65,2
1410,60,15000.0,15.27,91598.04,1059.17,81.75,64,4
1411,24,33122.27,8.04,10647.6,2538.36,77.68,66,42
1412,40,44108.35,29.47,259959.9,2592.53,81.82,67,27
1413,35,36876.16,14.52,80315.42,2626.82,83.83,63,28
1414,49,23085.35,25.65,171688.78,1430.42,84.06,66,17
1415,25,18832.45,9.42,8865.5,1421.61,81.5,61,36
1416,59,21028.45,8.47,69466.32,1603.94,81.43,64,5
1417,60,15000.0,21.23,127393.97,984.6,81.4,62,2
1418,27,35258.33,27.73,68446.73,2123.35,80.72,63,36
1419,28,37205.26,7.86,23404.82,2856.64,75.0,67,39
1420,52,15000.0,19.73,94710.48,1003.36,79.4,66,14
1421,56,15000.0,7.12,38466.83,1160.96,76.81,66,10
1422,53,15000.0,25.3,125255.16,933.7,81.19,62,9
1423,57,19394.15,27.73,199004.91,1167.97,77.41,65,8
1424,52,21788.67,20.72,144466.59,1439.51,83.72,64,12
1425,63,22770.6,22.21,217452.13,1476.13,87.94,66,3
1426,56,15000.0,6.39,34483.92,1170.18,80.4,63,7
1427,54,15274.46,6.82,35441.43,1186.01,83.36,63,9
1428,45,15288.02,9.49,36277.56,1153.08,79.63,67,22
1429,64,31744.14,11.85,165454.04,2331.98,81.48,63,0
1430,52,15000.0,24.0,115182.73,950.04,88.8,65,13
1431,22,22633.31,15.89,7190.93,1586.49,75.0,64,42
1432,29,15455.61,6.96,9676.17,1198.37,78.63,62,33
1433,58,20014.33,26.32,200145.88,1228.94,82.53,63,5
1434,49,35340.53,29.85,305880.9,2066.08,81.17,67,18
1435,58,15000.0,16.38,93341.25,1045.3,80.12,67,9
1436,38,15000.0,17.79,48044.07,1027.57,76.1,64,26
1437,42,15000.0,6.96,22977.03,1162.97,84.16,65,23
1438,55,27137.15,14.58,138437.51,1931.82,81.5,65,10
1439,35,15000.0,14.3,32164.0,1071.31,85.21,63,28
1440,27,15423.75,29.14,31466.54,910.71,87.2,64,37
1441,33,27638.63,21.51,77288.73,1807.78,81.79,65,32
1442,62,32923.82,24.55,339540.84,2069.96,88.63,65,3
1443,56,36913.81,8.21,109079.89,2823.65,87.23,64,8
1444,36,29056.9,15.42,71703.93,2047.95,79.82,65,29
1445,61,15000.0,9.79,60201.24,1127.64,89.32,67,6
1446,41,49175.38,26.5,273709.76,3011.8,85.28,61,20
1447,48,15000.0,8.81,36999.1,1139.88,88.39,63,15
1448,30,16024.96,15.97,25594.72,1122.12,75.0,67,37
1449,39,21966.03,6.34,26465.52,1714.43,85.35,62,23
1450,37,25320.37,20.86,89779.73,1669.93,83.56,66,29
1451,21,45220.24,17.05,7709.2,3125.92,77.92,65,44
1452,33,16052.25,17.45,36412.8,1104.27,75.0,61,28
1453,56,26641.03,7.54,72318.94,2052.68,81.25,61,5
1454,62,16097.19,17.85,120677.48,1101.99,82.25,65,3
1455,40,49205.09,19.09,187910.17,3317.46,79.06,62,22
1456,61,27271.78,29.07,325055.32,1611.97,78.25,67,6
1457,60,41966.8,5.83,97876.1,3293.32,79.25,64,4
1458,26,15000.0,28.07,25261.06,899.15,78.63,63,37
1459,43,16637.95,16.99,65012.7,1150.94,86.66,63,20
